,smiles,sequence,interactions
14522,10043,7,0
14523,6663,112,0
14524,5188,1885,1
14525,922,147,1
14526,10038,20,1
14527,13,1183,1
14528,1917,759,1
14529,13848,771,1
14530,3497,478,1
14531,8884,34,1
14532,12905,82,1
14533,5347,67,1
14534,8602,48,0
14535,11697,182,0
14536,7901,90,1
14537,3807,8,1
14538,3855,37,0
14539,10014,1792,1
14540,3878,95,0
14541,2319,1909,0
14542,14421,260,0
14543,1623,93,1
14544,2342,187,1
14545,4623,514,1
14546,1104,118,1
14547,5265,547,0
14548,8336,165,1
14549,4365,26,0
14550,4291,35,1
14551,12008,128,0
14552,1287,109,0
14553,805,100,1
14554,2732,17,0
14555,2274,1018,0
14556,2665,82,1
14557,8550,3,0
14558,10654,72,0
14559,6641,1723,1
14560,2806,204,0
14561,5857,48,0
14562,3041,240,1
14563,3163,17,0
14564,334,221,0
14565,4352,68,0
14566,12106,100,1
14567,5807,457,0
14568,2941,204,0
14569,4647,1742,1
14570,6728,1075,0
14571,2161,716,1
14572,1843,406,1
14573,9411,288,0
14574,6370,231,0
14575,3247,758,0
14576,6365,3,0
14577,481,711,1
14578,7389,200,0
14579,314,1024,0
14580,7328,427,1
14581,2368,0,0
14582,2311,223,0
14583,12285,1050,1
14584,8886,128,0
14585,2186,89,0
14586,3974,2364,1
14587,12928,195,0
14588,11684,885,1
14589,1044,48,0
14590,3498,489,1
14591,5747,624,0
14592,13077,9,1
14593,13355,908,0
14594,2632,719,1
14595,14586,137,0
14596,242,776,0
14597,5399,155,0
14598,4354,1795,0
14599,1765,1173,1
14600,11347,18,0
14601,908,26,0
14602,5528,1856,1
14603,12949,91,0
14604,1770,462,1
14605,13616,35,1
14606,9895,341,0
14607,2165,546,1
14608,3179,37,0
14609,13418,2292,0
14610,6304,1923,1
14611,1957,100,1
14612,789,884,0
14613,5226,115,0
14614,7288,91,1
14615,3408,1142,0
14616,1979,169,1
14617,3650,37,0
14618,1981,377,0
14619,4992,214,1
14620,7261,242,1
14621,12130,402,1
14622,8784,100,1
14623,11701,200,0
14624,8713,343,1
14625,4610,41,0
14626,4619,140,0
14627,1971,39,1
14628,3170,214,0
14629,8045,473,0
14630,7930,2213,1
14631,4717,402,0
14632,7600,97,1
14633,665,214,0
14634,8936,1063,1
14635,9432,91,0
14636,365,3,0
14637,1408,314,1
14638,4441,859,0
14639,6478,242,1
14640,5259,18,0
14641,6941,1837,0
14642,6754,18,0
14643,2049,242,1
14644,7970,102,0
14645,9170,813,1
14646,10798,369,1
14647,11240,142,0
14648,9097,42,0
14649,3588,67,1
14650,11135,40,1
14651,2761,17,0
14652,11671,1161,0
14653,5052,319,0
14654,5211,318,0
14655,14398,23,0
14656,8997,262,1
14657,1661,1991,0
14658,3617,1130,1
14659,8678,220,0
14660,1758,40,0
14661,8070,521,1
14662,9781,955,1
14663,2474,111,0
14664,8709,600,1
14665,2053,17,0
14666,1198,256,1
14667,6039,1183,1
14668,13,1281,1
14669,1525,400,1
14670,1653,32,0
14671,472,89,0
14672,14416,214,0
14673,8088,102,0
14674,9112,119,0
14675,5168,59,0
14676,6897,438,0
14677,7152,813,1
14678,6913,26,1
14679,10027,3,0
14680,5051,60,0
14681,11332,37,0
14682,8032,409,1
14683,10187,368,0
14684,3719,0,0
14685,12756,37,1
14686,8648,274,0
14687,10500,1786,0
14688,2945,771,0
14689,12973,501,0
14690,11199,67,1
14691,4132,1439,0
14692,6790,182,0
14693,6114,17,0
14694,895,1085,1
14695,4531,32,0
14696,13876,25,0
14697,2560,33,0
14698,11305,1138,1
14699,3110,91,0
14700,1102,1260,0
14701,2684,32,0
14702,12352,2112,1
14703,6123,3,0
14704,4315,533,1
14705,11395,155,0
14706,1829,300,1
14707,6302,577,1
14708,2786,566,0
14709,7583,40,1
14710,628,1534,0
14711,13378,42,0
14712,2010,51,1
14713,6855,742,1
14714,1677,0,0
14715,729,35,1
14716,1875,93,1
14717,4876,52,0
14718,9883,400,0
14719,264,539,0
14720,10036,417,0
14721,14501,1417,1
14722,12387,163,0
14723,13723,242,0
14724,7474,690,1
14725,8198,272,1
14726,7282,349,0
14727,9173,17,0
14728,11572,462,1
14729,6082,217,1
14730,8611,210,1
14731,5840,462,1
14732,10978,405,0
14733,5,426,0
14734,2620,52,1
14735,2646,17,0
14736,3824,409,1
14737,4684,812,1
14738,3821,82,1
14739,7662,100,1
14740,7914,97,1
14741,6760,19,1
14742,2910,833,1
14743,10072,100,1
14744,10512,224,1
14745,2973,345,1
14746,5996,176,0
14747,2533,48,0
14748,5649,719,0
14749,7857,3,0
14750,5535,230,1
14751,13570,39,1
14752,11027,100,1
14753,5021,94,0
14754,5197,3,0
14755,1870,399,1
14756,2792,7,0
14757,5961,3,0
14758,4699,5,0
14759,2433,690,1
14760,14394,224,1
14761,8934,77,0
14762,7187,67,1
14763,8502,214,1
14764,6042,542,0
14765,1241,435,1
14766,898,129,1
14767,4332,230,1
14768,6563,270,1
14769,10304,1913,0
14770,13921,56,0
14771,5855,348,0
14772,4482,77,0
14773,3475,15,1
14774,5904,353,0
14775,10535,116,0
14776,1,2190,0
14777,10594,412,0
14778,14347,67,1
14779,1438,418,0
14780,164,39,1
14781,5569,48,0
14782,13319,414,0
14783,9615,82,1
14784,9478,758,1
14785,2579,103,1
14786,2938,18,0
14787,3011,142,0
14788,6008,40,1
14789,1729,1395,0
14790,12362,188,0
14791,7707,0,0
14792,213,102,0
14793,11165,100,1
14794,10852,1064,0
14795,1571,67,1
14796,10883,343,1
14797,2523,346,1
14798,8153,68,0
14799,3417,1395,0
14800,9738,25,0
14801,12323,1247,0
14802,9114,134,1
14803,2303,18,0
14804,1258,548,1
14805,2728,552,1
14806,2452,180,0
14807,3999,26,1
14808,1870,242,0
14809,6180,52,0
14810,595,17,0
14811,11234,100,1
14812,5490,1281,1
14813,4767,3,0
14814,1225,351,0
14815,3587,160,1
14816,7825,34,1
14817,2932,49,0
14818,4117,369,1
14819,49,147,0
14820,7206,60,0
14821,13021,697,0
14822,4741,170,1
14823,14223,1876,1
14824,10639,50,1
14825,2888,279,0
14826,1195,1490,0
14827,4938,375,0
14828,778,232,1
14829,12560,32,0
14830,226,883,1
14831,5757,109,1
14832,1768,147,1
14833,3522,0,0
14834,5383,20,1
14835,5845,170,1
14836,11722,546,0
14837,13463,473,1
14838,6672,17,0
14839,291,214,0
14840,7397,904,1
14841,7942,785,0
14842,3077,17,0
14843,1910,39,1
14844,12408,91,0
14845,2375,32,0
14846,1396,1112,0
14847,11944,77,0
14848,1922,1345,0
14849,11478,254,0
14850,158,86,0
14851,7281,34,1
14852,4165,813,1
14853,975,326,0
14854,1999,318,0
14855,9189,200,0
14856,13918,104,1
14857,2217,52,0
14858,5770,41,0
14859,371,1293,1
14860,3925,997,0
14861,2074,136,1
14862,2069,52,0
14863,9172,7,0
14864,2356,692,1
14865,516,392,1
14866,9245,1015,0
14867,5902,77,0
14868,9736,482,1
14869,11912,137,0
14870,13986,77,0
14871,12614,546,1
14872,3170,777,0
14873,12505,1786,0
14874,6674,49,1
14875,5878,476,0
14876,7585,435,1
14877,6938,140,0
14878,11316,77,0
14879,2188,909,1
14880,12533,82,1
14881,2694,2019,0
14882,11153,77,0
14883,7354,214,0
14884,3642,59,0
14885,2241,77,0
14886,3190,148,1
14887,6493,348,0
14888,8952,47,1
14889,220,48,0
14890,11461,429,0
14891,6314,658,1
14892,4408,67,1
14893,6722,348,1
14894,10138,204,0
14895,7771,89,1
14896,2448,392,0
14897,335,0,0
14898,6240,37,0
14899,13306,56,0
14900,2455,462,0
14901,5290,171,0
14902,10690,464,0
14903,7626,111,0
14904,2688,204,0
14905,2108,48,0
14906,12011,77,0
14907,3283,112,1
14908,7290,813,1
14909,2052,615,0
14910,11779,35,1
14911,1243,39,1
14912,365,269,1
14913,2645,112,1
14914,1617,440,1
14915,13193,629,1
14916,6061,39,1
14917,11936,37,0
14918,2429,387,0
14919,10203,82,1
14920,11711,131,0
14921,8577,19,1
14922,7769,607,1
14923,5350,111,0
14924,9197,1290,1
14925,9856,54,0
14926,12809,1035,0
14927,13176,26,0
14928,9123,1746,0
14929,12802,417,0
14930,12672,67,1
14931,6743,1023,0
14932,458,504,0
14933,3809,0,0
14934,2599,17,0
14935,10258,514,0
14936,680,49,1
14937,160,849,0
14938,145,38,1
14939,10908,112,1
14940,1589,941,1
14941,7036,321,1
14942,2621,242,0
14943,6633,224,1
14944,6131,193,1
14945,5999,2320,1
14946,2910,1079,0
14947,874,149,1
14948,6807,555,0
14949,1227,67,1
14950,9555,1084,1
14951,7060,77,0
14952,9878,7,1
14953,10066,3,0
14954,4438,438,0
14955,1841,3,0
14956,5590,236,1
14957,6423,410,1
14958,14410,198,0
14959,13951,832,0
14960,13612,67,1
14961,9456,348,1
14962,848,420,1
14963,12749,3,0
14964,4742,242,1
14965,4155,724,0
14966,6112,231,0
14967,480,504,1
14968,11104,126,1
14969,6523,25,0
14970,8387,1483,1
14971,1297,95,1
14972,10157,200,0
14973,8242,125,0
14974,1532,2342,0
14975,2363,48,0
14976,1369,1494,1
14977,3878,128,0
14978,2198,48,0
14979,11983,1322,1
14980,5557,25,0
14981,5033,25,0
14982,3471,13,0
14983,2250,954,1
14984,4381,18,0
14985,9030,330,0
14986,659,1086,0
14987,3855,204,1
14988,2481,820,1
14989,5587,1630,0
14990,3049,175,0
14991,1089,1038,0
14992,814,50,1
14993,562,2020,0
14994,1498,918,0
14995,4749,202,1
14996,8225,256,0
14997,4592,134,1
14998,1962,5,0
14999,705,985,0
15000,1637,646,1
15001,2800,875,0
15002,6011,1760,1
15003,5997,140,0
15004,13253,204,0
15005,1022,809,0
15006,10659,67,1
15007,12078,478,1
15008,13759,126,1
15009,983,225,1
15010,7948,60,1
15011,766,1052,0
15012,3649,189,1
15013,946,18,0
15014,1395,1584,1
15015,1730,52,0
15016,7931,98,1
15017,13276,301,1
15018,4857,1164,0
15019,8473,604,1
15020,7220,100,0
15021,3877,196,0
15022,475,748,0
15023,8203,462,0
15024,3951,440,1
15025,5587,2543,0
15026,1331,757,0
15027,11437,796,0
15028,9805,32,0
15029,3422,1343,0
15030,6133,148,1
15031,10221,1417,0
15032,3331,539,0
15033,14155,67,1
15034,11444,343,1
15035,3727,595,0
15036,7219,75,1
15037,11394,883,0
15038,5681,431,1
15039,182,153,0
15040,14132,116,0
15041,3586,225,1
15042,11835,100,1
15043,242,25,0
15044,8363,53,1
15045,7517,743,0
15046,1175,204,1
15047,9427,543,1
15048,1182,318,0
15049,4538,17,0
15050,5801,148,1
15051,3791,0,0
15052,104,75,1
15053,1962,49,0
15054,3450,232,1
15055,5161,77,0
15056,2651,431,1
15057,11417,677,1
15058,1723,43,1
15059,5382,76,0
15060,772,438,1
15061,2420,1090,0
15062,14393,771,1
15063,8783,7,0
15064,9799,2291,0
15065,3505,2236,0
15066,3669,91,1
15067,10031,102,0
15068,5948,996,0
15069,10711,503,0
15070,11726,52,0
15071,9502,119,0
15072,5289,375,0
15073,421,460,0
15074,1871,1659,1
15075,5587,1355,0
15076,3897,2035,0
15077,7259,77,0
15078,4734,40,1
15079,7821,35,1
15080,442,129,1
15081,8312,204,0
15082,789,49,1
15083,12241,60,0
15084,10116,243,0
15085,7669,240,1
15086,6643,1402,1
15087,8070,1744,0
15088,2852,75,1
15089,12065,125,0
15090,1330,3,0
15091,11711,189,1
15092,2296,549,1
15093,4418,660,0
15094,1996,47,0
15095,8736,109,1
15096,13663,230,1
15097,1175,111,0
15098,10366,147,1
15099,3897,1955,0
15100,8252,1080,1
15101,11919,431,0
15102,4553,709,0
15103,14228,67,1
15104,11664,191,1
15105,8625,18,1
15106,8270,1019,0
15107,2428,348,0
15108,8821,74,0
15109,12462,83,1
15110,9583,363,0
15111,2337,1901,0
15112,732,24,0
15113,4560,326,0
15114,4454,26,0
15115,9839,3,1
15116,5724,83,1
15117,8774,197,0
15118,6626,242,0
15119,11376,910,0
15120,2559,34,1
15121,9651,93,1
15122,12702,575,0
15123,332,399,1
15124,6592,501,0
15125,11056,118,1
15126,1141,301,1
15127,1234,3,0
15128,1821,797,0
15129,11220,18,0
15130,8860,1343,0
15131,14541,83,1
15132,13954,21,0
15133,12205,402,1
15134,9824,67,1
15135,12137,67,0
15136,49,826,0
15137,1637,515,0
15138,6207,743,0
15139,4121,369,1
15140,8645,539,0
15141,11792,7,0
15142,3305,98,1
15143,1356,211,1
15144,9573,523,1
15145,11522,508,0
15146,9631,19,1
15147,5045,160,0
15148,769,77,0
15149,12039,223,0
15150,847,32,0
15151,12577,2255,1
15152,1233,438,0
15153,242,627,1
15154,7715,67,1
15155,13435,109,1
15156,739,1426,1
15157,10300,370,1
15158,10819,18,0
15159,4025,100,1
15160,12522,23,1
15161,10640,67,1
15162,4017,3,0
15163,13235,67,0
15164,1260,549,1
15165,2883,344,1
15166,8863,278,1
15167,1102,265,0
15168,7359,615,0
15169,4196,100,1
15170,5799,50,1
15171,3368,369,1
15172,405,724,1
15173,3102,100,1
15174,5574,1472,0
15175,58,140,0
15176,6499,522,1
15177,4087,26,0
15178,1419,33,0
15179,2361,419,1
15180,3154,397,1
15181,217,151,1
15182,4481,67,1
15183,5565,149,0
15184,5210,17,0
15185,10058,3,0
15186,9386,627,1
15187,1562,41,0
15188,577,128,0
15189,3634,473,1
15190,8348,179,1
15191,6554,223,0
15192,7989,978,1
15193,995,52,0
15194,10680,17,0
15195,4810,18,0
15196,4655,402,0
15197,14224,49,1
15198,6821,200,0
15199,11685,751,1
15200,1399,100,1
15201,12763,3,0
15202,2326,140,0
15203,1276,565,0
15204,820,237,0
15205,5527,86,0
15206,11674,111,0
15207,1404,135,1
15208,3277,1859,1
15209,12114,228,0
15210,974,369,1
15211,9848,200,0
15212,14366,137,0
15213,4079,654,1
15214,13924,50,1
15215,1304,100,1
15216,8950,17,0
15217,11618,429,1
15218,3525,16,1
15219,13524,429,0
15220,3928,17,0
15221,10202,932,1
15222,620,47,0
15223,1959,1236,1
15224,14438,196,0
15225,7590,13,0
15226,9603,1047,1
15227,11244,18,0
15228,8879,35,1
15229,9901,47,1
15230,8147,100,0
15231,4507,1292,1
15232,6283,141,1
15233,870,42,0
15234,13175,769,1
15235,581,351,0
15236,1354,583,0
15237,1338,74,1
15238,8724,26,0
15239,3196,926,1
15240,8717,593,1
15241,4588,546,1
15242,5482,287,0
15243,403,52,0
15244,5023,445,1
15245,5742,1821,1
15246,9855,612,0
15247,544,41,0
15248,4058,89,0
15249,3501,1028,1
15250,2983,1968,1
15251,2897,321,0
15252,7814,39,1
15253,8354,1138,1
15254,2244,425,1
15255,8921,118,0
15256,7278,47,0
15257,10026,271,1
15258,8413,211,1
15259,13549,87,0
15260,14183,42,0
15261,10147,143,1
15262,6712,101,1
15263,1397,100,0
15264,1072,25,0
15265,2287,0,0
15266,2094,224,1
15267,193,78,1
15268,2286,122,0
15269,49,504,0
15270,1096,86,0
15271,7091,74,0
15272,89,133,0
15273,11214,17,0
15274,8150,741,1
15275,635,19,1
15276,5472,100,0
15277,10728,1557,1
15278,7558,139,1
15279,1763,111,0
15280,372,2415,1
15281,519,109,0
15282,2947,361,0
15283,14302,42,0
15284,9725,74,0
15285,2846,0,0
15286,5856,189,1
15287,5125,93,1
15288,3992,128,0
15289,6975,100,1
15290,127,99,1
15291,13710,189,1
15292,4105,67,1
15293,9570,16,0
15294,3578,94,0
15295,7157,41,0
15296,13737,595,0
15297,1761,17,0
15298,4363,2590,1
15299,2503,410,0
15300,4168,77,0
15301,242,407,1
15302,6690,126,1
15303,13596,783,0
15304,6499,248,1
15305,12268,568,1
15306,4130,549,1
15307,4289,3,0
15308,4463,16,0
15309,11614,417,0
15310,5648,38,1
15311,11791,274,0
15312,13268,7,0
15313,6015,154,0
15314,1723,200,0
15315,4922,1249,1
15316,3958,49,0
15317,4041,157,1
15318,1118,129,1
15319,711,94,0
15320,160,239,0
15321,3485,18,0
15322,2053,382,1
15323,1871,185,1
15324,13618,402,1
15325,11822,133,0
15326,9001,267,0
15327,9550,515,0
15328,6950,18,0
15329,10898,431,1
15330,8826,1171,0
15331,7338,492,1
15332,13328,67,1
15333,9342,35,1
15334,9759,68,0
15335,12863,122,1
15336,1244,2380,1
15337,1866,342,0
15338,4871,33,0
15339,943,113,0
15340,6,22,1
15341,8758,374,0
15342,3596,687,1
15343,4610,441,1
15344,7018,220,0
15345,12697,136,1
15346,14,445,1
15347,14517,472,1
15348,5660,0,0
15349,6188,901,1
15350,10770,3,0
15351,8667,22,0
15352,14204,17,0
15353,5122,0,0
15354,11,160,1
15355,2576,997,0
15356,11268,3,0
15357,14152,198,0
15358,9374,694,0
15359,11920,19,1
15360,1642,1407,0
15361,2920,473,1
15362,10134,46,0
15363,10923,402,0
15364,651,16,1
15365,3626,41,0
15366,4407,103,1
15367,2259,563,0
15368,2278,271,0
15369,1040,427,1
15370,3066,654,0
15371,12677,160,1
15372,4000,46,1
15373,6146,77,0
15374,3196,557,0
15375,2517,369,1
15376,13545,1,0
15377,8169,192,0
15378,1948,219,0
15379,2213,224,1
15380,4921,242,1
15381,1695,110,0
15382,1286,48,0
15383,8750,483,1
15384,1758,1326,0
15385,2621,446,0
15386,10880,86,0
15387,10146,3,0
15388,8622,87,0
15389,7603,7,0
15390,2855,827,1
15391,5393,197,0
15392,12431,18,0
15393,7396,17,0
15394,1403,675,1
15395,10138,37,0
15396,1177,315,1
15397,2983,714,0
15398,1714,86,1
15399,10067,326,0
15400,13048,149,0
15401,5479,126,1
15402,5457,409,1
15403,7697,220,1
15404,12139,782,1
15405,7240,88,1
15406,14202,109,1
15407,4679,1061,1
15408,8706,77,0
15409,9403,493,0
15410,6174,547,0
15411,12197,40,1
15412,2115,376,0
15413,7072,17,0
15414,2653,33,1
15415,5520,424,1
15416,492,23,1
15417,6272,2116,0
15418,2261,197,0
15419,2271,1,0
15420,3745,200,0
15421,6109,196,0
15422,5002,136,0
15423,6411,374,0
15424,1734,1630,0
15425,6653,462,0
15426,8939,606,1
15427,2749,478,1
15428,8890,686,1
15429,4799,32,0
15430,7223,77,0
15431,1387,719,0
15432,1575,2529,1
15433,10248,100,0
15434,2694,2028,1
15435,2324,38,0
15436,14484,584,0
15437,11554,170,1
15438,4179,42,0
15439,2142,1744,1
15440,2015,875,0
15441,5278,226,0
15442,8143,360,1
15443,5336,577,1
15444,5913,439,1
15445,14295,67,1
15446,3839,171,0
15447,1503,428,1
15448,624,17,0
15449,3660,40,1
15450,943,525,0
15451,1680,67,1
15452,5335,2475,0
15453,11174,348,0
15454,348,670,0
15455,3470,41,0
15456,2767,539,0
15457,8082,615,0
15458,724,743,0
15459,2293,196,0
15460,2461,836,0
15461,11019,228,0
15462,11287,230,1
15463,5842,100,1
15464,4589,1138,1
15465,9727,891,0
15466,8107,128,0
15467,3979,67,1
15468,5125,248,1
15469,13232,148,1
15470,12241,50,1
15471,9995,18,0
15472,12293,401,1
15473,1754,321,1
15474,6255,18,0
15475,6304,41,1
15476,503,39,1
15477,5913,77,0
15478,4245,1093,1
15479,429,13,0
15480,3456,558,0
15481,9292,150,1
15482,12247,3,0
15483,2621,456,0
15484,7851,118,0
15485,2037,1,0
15486,863,47,0
15487,6075,77,0
15488,2759,94,0
15489,8774,77,0
15490,6746,55,1
15491,6604,546,1
15492,14009,52,0
15493,6327,136,0
15494,2979,49,1
15495,12269,77,0
15496,1549,0,0
15497,5099,1061,0
15498,1962,994,0
15499,4648,254,0
15500,1466,181,0
15501,10623,52,0
15502,8250,0,0
15503,11170,264,1
15504,13296,1698,0
15505,6877,196,0
15506,9885,541,1
15507,8158,160,1
15508,11271,39,1
15509,5064,425,1
15510,624,517,1
15511,13255,3,0
15512,38,930,1
15513,6364,62,0
15514,4924,67,1
15515,8398,35,1
15516,5715,170,1
15517,237,32,0
15518,14328,60,0
15519,4990,106,1
15520,13432,99,1
15521,242,399,1
15522,4128,344,0
15523,12957,35,1
15524,12571,90,0
15525,8555,539,1
15526,10087,2381,0
15527,9012,0,0
15528,1479,38,1
15529,10660,326,1
15530,994,113,1
15531,6757,90,1
15532,115,318,1
15533,5010,411,1
15534,8062,267,0
15535,2807,101,0
15536,3412,95,1
15537,3793,18,0
15538,12651,19,1
15539,2720,39,1
15540,6939,119,0
15541,4313,418,0
15542,39,37,0
15543,11026,438,0
15544,1251,117,0
15545,13455,77,0
15546,1173,32,1
15547,3052,49,0
15548,377,278,0
15549,2364,128,0
15550,12596,228,0
15551,12033,1999,0
15552,6632,219,1
15553,9465,1002,0
15554,7447,189,1
15555,3114,431,1
15556,12857,18,0
15557,714,19,1
15558,6809,1965,0
15559,1262,402,0
15560,10708,1407,1
15561,13795,18,0
15562,8159,67,1
15563,1258,996,0
15564,5711,138,0
15565,7321,0,0
15566,858,52,0
15567,939,26,0
15568,13293,39,1
15569,3111,764,0
15570,768,90,0
15571,1385,37,0
15572,10324,375,0
15573,8628,67,1
15574,560,77,0
15575,2250,0,0
15576,7155,133,1
15577,8215,901,1
15578,7111,758,0
15579,13596,1135,1
15580,10436,7,0
15581,2678,326,1
15582,3916,1074,0
15583,13984,52,0
15584,3715,374,0
15585,5982,3,0
15586,314,1261,0
15587,9761,35,1
15588,7168,109,1
15589,9178,606,1
15590,3361,24,0
15591,703,33,1
15592,10121,1804,1
15593,8912,171,0
15594,7404,460,1
15595,9905,473,1
15596,8513,204,0
15597,13775,189,1
15598,6884,405,1
15599,12891,1369,1
15600,8925,978,0
15601,863,278,0
15602,13453,230,1
15603,7876,109,1
15604,12522,53,0
15605,9205,148,1
15606,6123,77,0
15607,212,402,0
15608,290,140,0
15609,3929,1236,0
15610,5756,1295,0
15611,4405,37,0
15612,3462,17,0
15613,6898,148,1
15614,8638,374,0
15615,7463,208,0
15616,1862,143,1
15617,4522,77,0
15618,3872,1027,0
15619,11386,60,0
15620,2646,77,0
15621,1962,320,1
15622,10566,620,1
15623,5149,18,0
15624,10953,67,1
15625,8941,361,0
15626,110,918,0
15627,14098,37,1
15628,3781,129,1
15629,8833,7,0
15630,7355,113,1
15631,961,786,0
15632,14180,501,0
15633,9022,83,1
15634,900,1395,0
15635,1336,2299,1
15636,3666,402,0
15637,12472,750,0
15638,10099,18,0
15639,9066,67,1
15640,12673,687,1
15641,3946,42,0
15642,2949,143,1
15643,6052,3,0
15644,10653,0,0
15645,13920,0,0
15646,4469,457,0
15647,3753,3,0
15648,6427,3,0
15649,8600,361,0
15650,9098,67,1
15651,230,162,0
15652,7570,74,0
15653,14566,67,1
15654,8535,17,0
15655,11717,170,1
15656,1275,0,1
15657,9024,18,0
15658,2871,52,0
15659,4131,7,0
15660,6703,17,0
15661,12538,836,0
15662,1083,106,1
15663,5199,1924,1
15664,1137,212,0
15665,1101,376,0
15666,3002,500,0
15667,9644,39,1
15668,713,219,1
15669,6562,148,1
15670,7127,555,0
15671,5054,753,0
15672,12649,67,1
15673,7405,790,1
15674,13712,228,1
15675,1858,242,0
15676,10446,171,0
15677,2924,1986,1
15678,3893,39,0
15679,11,315,1
15680,11231,32,0
15681,3135,39,0
15682,6840,177,0
15683,6095,447,1
15684,3342,131,0
15685,3078,67,1
15686,1661,1091,0
15687,9628,588,0
15688,9328,265,0
15689,615,223,0
15690,13805,1161,0
15691,8126,329,0
15692,2110,625,0
15693,8781,196,0
15694,4844,231,0
15695,2944,77,1
15696,1925,39,1
15697,11124,48,0
15698,324,1297,1
15699,8322,1601,0
15700,14038,260,0
15701,1085,390,0
15702,11778,109,1
15703,579,266,0
15704,14574,58,1
15705,7782,402,1
15706,6676,173,1
15707,6352,91,0
15708,1884,18,0
15709,6083,124,1
15710,9690,997,1
15711,2926,139,1
15712,2824,226,0
15713,5175,18,0
15714,7556,346,1
15715,11409,35,1
15716,6521,58,0
15717,559,1,0
15718,7533,424,1
15719,13761,48,0
15720,20,258,0
15721,2711,3,0
15722,1029,300,1
15723,3120,208,0
15724,8399,87,0
15725,9375,48,0
15726,8145,126,1
15727,1540,737,1
15728,10544,230,1
15729,8718,52,0
15730,1931,0,0
15731,3247,17,0
15732,13354,32,0
15733,6706,34,0
15734,13142,42,0
15735,1195,483,0
15736,7657,1453,0
15737,12943,216,0
15738,1792,3,0
15739,6828,67,0
15740,5033,150,1
15741,10401,3,0
15742,10375,39,0
15743,12536,221,0
15744,7617,699,0
15745,13076,3,0
15746,6613,1170,1
15747,3148,964,1
15748,849,375,0
15749,9618,6,1
15750,873,48,0
15751,5178,1211,0
15752,4934,52,0
15753,7838,126,1
15754,1842,126,1
15755,7346,48,0
15756,5815,37,0
15757,6019,0,0
15758,7722,52,0
15759,975,228,1
15760,13015,82,1
15761,49,545,1
15762,2409,770,0
15763,9284,77,0
15764,5965,219,1
15765,13652,741,1
15766,5684,1198,0
15767,5296,17,0
15768,6360,18,0
15769,6239,734,0
15770,5587,576,0
15771,6223,18,0
15772,1624,17,0
15773,1347,25,0
15774,13967,607,1
15775,7018,214,0
15776,2907,160,1
15777,7166,189,1
15778,623,476,0
15779,10648,176,1
15780,4210,1591,0
15781,7872,3,0
15782,475,2066,0
15783,268,100,0
15784,14478,2609,0
15785,5688,77,0
15786,3863,272,1
15787,14361,104,1
15788,12608,77,0
15789,943,1807,0
15790,385,38,0
15791,2331,1539,0
15792,1251,220,1
15793,2053,584,0
15794,5489,613,1
15795,12266,53,1
15796,9156,101,0
15797,10704,86,0
15798,3124,25,0
15799,1688,3,0
15800,8348,877,0
15801,2391,37,0
15802,12788,39,1
15803,7964,515,0
15804,5642,35,1
15805,9310,1712,0
15806,264,19,0
15807,686,359,0
15808,612,86,0
15809,5759,231,0
15810,8627,42,0
15811,10800,242,0
15812,7055,200,0
15813,6639,148,0
15814,9752,57,1
15815,6636,18,0
15816,3556,204,0
15817,5643,52,0
15818,8163,546,1
15819,2823,682,1
15820,481,1146,1
15821,8985,908,0
15822,1858,95,0
15823,1475,32,0
15824,4570,48,0
15825,5244,48,0
15826,6345,77,1
15827,8643,22,1
15828,6711,52,0
15829,9577,109,1
15830,13515,79,0
15831,10604,100,1
15832,10491,77,0
15833,5854,654,1
15834,826,64,1
15835,5438,126,1
15836,7127,306,0
15837,9249,40,1
15838,5873,228,1
15839,1830,794,1
15840,14209,1113,0
15841,11370,86,1
15842,433,263,1
15843,943,952,1
15844,2780,187,0
15845,11256,518,0
15846,9988,1021,1
15847,7954,1417,0
15848,8631,34,0
15849,6981,344,0
15850,5727,204,0
15851,13786,37,0
15852,5061,364,1
15853,14222,102,0
15854,227,159,0
15855,11727,2021,0
15856,7376,0,0
15857,2355,978,1
15858,8409,1883,0
15859,2201,77,0
15860,1359,1438,0
15861,465,775,0
15862,10376,100,1
15863,162,118,0
15864,2540,1114,1
15865,8852,487,0
15866,10037,501,0
15867,371,1,0
15868,7282,429,0
15869,271,17,1
15870,468,77,0
15871,1756,402,1
15872,1243,35,1
15873,8168,3,0
15874,11216,211,1
15875,916,1380,1
15876,7665,26,0
15877,11637,126,1
15878,10229,85,1
15879,14071,37,0
15880,10840,42,0
15881,7407,399,0
15882,1099,137,0
15883,8429,204,0
15884,2017,100,1
15885,12075,94,0
15886,1311,1723,0
15887,7407,265,0
15888,1431,104,1
15889,4784,223,0
15890,286,0,0
15891,6598,196,0
15892,4362,9,1
15893,6478,89,1
15894,12442,34,1
15895,230,286,0
15896,9399,126,1
15897,2942,1317,0
15898,6207,318,0
15899,2588,833,1
15900,13549,1306,1
15901,13762,32,0
15902,4945,58,1
15903,13139,1554,1
15904,7368,11,0
15905,1931,17,0
15906,5996,18,1
15907,8921,698,0
15908,438,4,0
15909,4217,969,1
15910,10527,230,1
15911,5596,274,0
15912,1484,1564,0
15913,8182,256,1
15914,12114,91,1
15915,9450,243,1
15916,1460,49,0
15917,5609,163,0
15918,8337,326,0
15919,8139,3,0
